"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"7239","Igneous Golem","normal",5,3,4,1996,"","{2}: Igneous Golem gains trample until end of turn.",51
"7240","Lead Golem","normal",5,3,5,1996,"","Whenever Lead Golem attacks, it doesn't untap during its controller's next untap step.",86
"7241","Patagia Golem","normal",4,2,3,1996,"","{3}: Patagia Golem gains flying until end of turn.",50
"7242","Phyrexian Dreadnought","normal",1,12,12,1996,"","Trample
When Phyrexian Dreadnought enters the battlefield, sacrifice it unless you sacrifice any number of creatures with total power 12 or greater.",148
"7243","Sand Golem","normal",5,3,3,1996,"","When a spell or ability an opponent controls causes you to discard Sand Golem, return Sand Golem from your graveyard to the battlefield with a +1/+1 counter on it at the beginning of the next end step.",201
"7244","Teeka's Dragon","normal",9,5,5,1996,"","Flying; trample; rampage 4 (Whenever this creature becomes blocked, it gets +4/+4 until end of turn for each creature blocking it beyond the first.)",148
"7245","Death's Shadow","normal",1,13,13,2017,"['B']","Death's Shadow gets -X/-X, where X is your life total.",54
"7246","Alabaster Wall","normal",3,0,4,1999,"['W']","Defender (This creature can't attack.)
{T}: Prevent the next 1 damage that would be dealt to any target this turn.",114
"7247","Ballista Squad","normal",4,2,2,1999,"['W']","{X}{W}, {T}: Ballista Squad deals X damage to target attacking or blocking creature.",84
"7248","Charm Peddler","normal",1,1,1,1999,"['W']","{W}, {T}, Discard a card: The next time a source of your choice would deal damage to target creature this turn, prevent that damage.",132
"7249","Charmed Griffin","normal",4,3,3,1999,"['W']","Flying
When Charmed Griffin enters the battlefield, each other player may put an artifact or enchantment card onto the battlefield from their hand.",147
"7250","Cho-Arrim Alchemist","normal",1,1,1,1999,"['W']","{1}{W}{W}, {T}, Discard a card: The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.",180
"7251","Cho-Arrim Bruiser","normal",6,3,4,1999,"['W']","Whenever Cho-Arrim Bruiser attacks, you may tap up to two target creatures.",75
"7252","Cho-Arrim Legate","normal",3,1,2,1999,"['W']","If an opponent controls a Swamp and you control a Plains, you may cast this spell without paying its mana cost.
Protection from black",133
"7253","Cho-Manno, Revolutionary","normal",4,2,2,1999,"['W']","Prevent all damage that would be dealt to Cho-Manno, Revolutionary.",67
"7254","Crossbow Infantry","normal",2,1,1,1999,"['W']","{T}: Crossbow Infantry deals 1 damage to target attacking or blocking creature.",79
"7255","Devout Witness","normal",3,2,2,1999,"['W']","{1}{W}, {T}, Discard a card: Destroy target artifact or enchantment.",68
"7256","Fountain Watch","normal",5,2,4,1999,"['W']","Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.)",103
"7257","Fresh Volunteers","normal",2,2,2,1999,"['W']","",0
"7258","Ignoble Soldier","normal",3,3,1,1999,"['W']","Whenever Ignoble Soldier becomes blocked, prevent all combat damage that would be dealt by it this turn.",104
"7259","Jhovall Queen","normal",6,4,7,1999,"['W']","Vigilance",9
"7260","Jhovall Rider","normal",5,3,3,1999,"['W']","Trample",7
"7261","Nightwind Glider","normal",3,2,1,1999,"['W']","Flying, protection from black",29
"7262","Pious Warrior","normal",4,2,3,1999,"['W']","Whenever Pious Warrior is dealt combat damage, you gain that much life.",71
"7263","Ramosian Captain","normal",3,2,2,1999,"['W']","First strike
{5}, {T}: Search your library for a Rebel permanent card with mana value 4 or less, put it onto the battlefield, then shuffle.",139
"7264","Ramosian Commander","normal",4,2,4,1999,"['W']","{6}, {T}: Search your library for a Rebel permanent card with mana value 5 or less, put it onto the battlefield, then shuffle.",126
"7265","Ramosian Lieutenant","normal",2,1,2,1999,"['W']","{4}, {T}: Search your library for a Rebel permanent card with mana value 3 or less, put it onto the battlefield, then shuffle.",126
"7266","Ramosian Sergeant","normal",1,1,1,1999,"['W']","{3}, {T}: Search your library for a Rebel permanent card with mana value 2 or less, put it onto the battlefield, then shuffle.",126
"7267","Ramosian Sky Marshal","normal",5,3,3,1999,"['W']","Flying
{7}, {T}: Search your library for a Rebel permanent card with mana value 6 or less, put it onto the battlefield, then shuffle.",133
"7268","Rappelling Scouts","normal",4,1,4,1999,"['W']","Flying
{2}{W}: Rappelling Scouts gains protection from the color of your choice until end of turn.",98
"7269","Revered Elder","normal",3,1,2,1999,"['W']","{1}: Prevent the next 1 damage that would be dealt to Revered Elder this turn.",78
"7270","Steadfast Guard","normal",2,2,2,1999,"['W']","Vigilance (Attacking doesn't cause this creature to tap.)",57
"7271","Task Force","normal",3,1,3,1999,"['W']","Whenever Task Force becomes the target of a spell or ability, it gets +0/+3 until end of turn.",94
"7272","Thermal Glider","normal",3,2,1,1999,"['W']","Flying, protection from red",27
"7273","Tonic Peddler","normal",2,1,1,1999,"['W']","{W}, {T}, Discard a card: Target player gains 3 life.",53
"7274","Trap Runner","normal",4,2,3,1999,"['W']","{T}: Target unblocked attacking creature becomes blocked. Activate only during combat after blockers are declared. (This ability works on creatures that can't be blocked.)",171
"7275","Wishmonger","normal",4,3,3,1999,"['W']","{2}: Target creature gains protection from the color of its controller's choice until end of turn. Any player may activate this ability.",136
"7276","Aerial Caravan","normal",6,4,3,1999,"['U']","Flying
{1}{U}{U}: Exile the top card of your library. Until end of turn, you may play that card. (Reveal the card as you exile it.)",131
"7277","Balloon Peddler","normal",3,2,2,1999,"['U']","{U}, {T}, Discard a card: Target creature gains flying until end of turn.",73
"7278","Blockade Runner","normal",4,2,2,1999,"['U']","{U}: Blockade Runner can't be blocked this turn.",48
"7279","Chambered Nautilus","normal",3,2,2,1999,"['U']","Whenever Chambered Nautilus becomes blocked, you may draw a card.",65
"7280","Cloud Sprite","normal",1,1,1,1999,"['U']","Flying (This creature can't be blocked except by creatures with flying or reach.)
Cloud Sprite can block only creatures with flying.",132
"7281","Darting Merfolk","normal",2,1,1,1999,"['U']","{U}: Return Darting Merfolk to its owner's hand.",48
"7282","Diplomatic Escort","normal",2,1,1,1999,"['U']","{U}, {T}, Discard a card: Counter target spell or ability that targets a creature.",82
"7283","Drake Hatchling","normal",3,1,3,1999,"['U']","Flying
{U}: Drake Hatchling gets +1/+0 until end of turn. Activate only once each turn.",87
"7284","Extravagant Spirit","normal",4,4,4,1999,"['U']","Flying
At the beginning of your upkeep, sacrifice Extravagant Spirit unless you pay {1} for each card in your hand.",115
"7285","Glowing Anemone","normal",4,1,3,1999,"['U']","When Glowing Anemone enters the battlefield, you may return target land to its owner's hand.",92
"7286","Indentured Djinn","normal",3,4,4,1999,"['U']","Flying
When Indentured Djinn enters the battlefield, each other player may draw up to three cards.",98
"7287","Port Inspector","normal",2,1,2,1999,"['U']","Whenever Port Inspector becomes blocked, you may look at defending player's hand.",81
"7288","Rishadan Airship","normal",3,3,1,1999,"['U']","Flying
Rishadan Airship can block only creatures with flying.",61
"7289","Rishadan Brigand","normal",5,3,2,1999,"['U']","Flying
When Rishadan Brigand enters the battlefield, each opponent sacrifices a permanent unless they pay {3}.
Rishadan Brigand can block only creatures with flying.",165
"7290","Rishadan Cutpurse","normal",3,1,1,1999,"['U']","When Rishadan Cutpurse enters the battlefield, each opponent sacrifices a permanent unless they pay {1}.",104
"7291","Rishadan Footpad","normal",4,2,2,1999,"['U']","When Rishadan Footpad enters the battlefield, each opponent sacrifices a permanent unless they pay {2}.",103
"7292","Sailmonger","normal",4,3,3,1999,"['U']","{2}: Target creature gains flying until end of turn. Any player may activate this ability.",90
"7293","Sand Squid","normal",4,2,2,1999,"['U']","Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
You may choose not to untap Sand Squid during your untap step.
{T}: Tap target creature. That creature doesn't untap during its controller's untap step for as long as Sand Squid remains tapped.",285
"7294","Saprazzan Bailiff","normal",5,2,2,1999,"['U']","When Saprazzan Bailiff enters the battlefield, exile all artifact and enchantment cards from all graveyards.
When Saprazzan Bailiff leaves the battlefield, return all artifact and enchantment cards from all graveyards to their owners' hands.",241
"7295","Saprazzan Breaker","normal",5,3,3,1999,"['U']","{U}: Mill a card. If a land card was milled this way, Saprazzan Breaker can't be blocked this turn.",99
"7296","Saprazzan Heir","normal",2,1,1,1999,"['U']","Whenever Saprazzan Heir becomes blocked, you may draw three cards.",66
"7297","Saprazzan Legate","normal",4,1,3,1999,"['U']","If an opponent controls a Mountain and you control an Island, you may cast this spell without paying its mana cost.
Flying",122
"7298","Saprazzan Outrigger","normal",4,5,5,1999,"['U']","When Saprazzan Outrigger attacks or blocks, put it on top of its owner's library at end of combat.",98
"7299","Saprazzan Raider","normal",3,1,2,1999,"['U']","When Saprazzan Raider becomes blocked, return it to its owner's hand.",69
"7300","Stinging Barrier","normal",4,0,4,1999,"['U']","Defender (This creature can't attack.)
{U}, {T}: Stinging Barrier deals 1 damage to any target.",95
"7301","Tidal Kraken","normal",8,6,6,1999,"['U']","Tidal Kraken can't be blocked.",30
"7302","Waterfront Bouncer","normal",2,1,1,1999,"['U']","{U}, {T}, Discard a card: Return target creature to its owner's hand.",69
"7303","Alley Grifters","normal",3,2,2,1999,"['B']","Whenever Alley Grifters becomes blocked, defending player discards a card.",74
"7304","Bog Smugglers","normal",3,2,2,1999,"['B']","Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)",88
"7305","Bog Witch","normal",3,1,1,1999,"['B']","{B}, {T}, Discard a card: Add {B}{B}{B}.",40
"7306","Cackling Witch","normal",2,1,1,1999,"['B']","{X}{B}, {T}, Discard a card: Target creature gets +X/+0 until end of turn.",74
"7307","Cateran Brute","normal",3,2,2,1999,"['B']","{2}, {T}: Search your library for a Mercenary permanent card with mana value 2 or less, put it onto the battlefield, then shuffle.",130
"7308","Cateran Enforcer","normal",5,4,3,1999,"['B']","Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
{4}, {T}: Search your library for a Mercenary permanent card with mana value 4 or less, put it onto the battlefield, then shuffle.",221
"7309","Cateran Kidnappers","normal",4,4,2,1999,"['B']","{3}, {T}: Search your library for a Mercenary permanent card with mana value 3 or less, put it onto the battlefield, then shuffle.",130
"7310","Cateran Overlord","normal",7,7,5,1999,"['B']","Sacrifice a creature: Regenerate Cateran Overlord.
{6}, {T}: Search your library for a Mercenary permanent card with mana value 6 or less, put it onto the battlefield, then shuffle.",181
"7311","Cateran Persuader","normal",2,2,1,1999,"['B']","{1}, {T}: Search your library for a Mercenary permanent card with mana value 1 or less, put it onto the battlefield, then shuffle.",130
"7312","Cateran Slaver","normal",6,5,5,1999,"['B']","Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
{5}, {T}: Search your library for a Mercenary permanent card with mana value 5 or less, put it onto the battlefield, then shuffle.",219
"7313","Corrupt Official","normal",5,3,1,1999,"['B']","{2}{B}: Regenerate Corrupt Official.
Whenever Corrupt Official becomes blocked, defending player discards a card at random.",123
"7314","Deathgazer","normal",4,2,2,1999,"['B']","Whenever Deathgazer blocks or becomes blocked by a nonblack creature, destroy that creature at end of combat.",109
"7315","Deepwood Ghoul","normal",3,2,1,1999,"['B']","Pay 2 life: Regenerate Deepwood Ghoul.",38
"7316","Deepwood Legate","normal",4,1,1,1999,"['B']","If an opponent controls a Forest and you control a Swamp, you may cast this spell without paying its mana cost.
{B}: Deepwood Legate gets +1/+1 until end of turn.",162
"7317","Delraich","normal",7,6,6,1999,"['B']","You may sacrifice three black creatures rather than pay this spell's mana cost.
Trample",87
"7318","Enslaved Horror","normal",4,4,4,1999,"['B']","When Enslaved Horror enters the battlefield, each other player may return a creature card from their graveyard to the battlefield.",130
"7319","Highway Robber","normal",4,2,2,1999,"['B']","When Highway Robber enters the battlefield, target opponent loses 2 life and you gain 2 life.",93
"7320","Instigator","normal",2,1,1,1999,"['B']","{1}{B}{B}, {T}, Discard a card: Creatures target player controls attack this turn if able.",90
"7321","Misshapen Fiend","normal",2,1,1,1999,"['B']","Flying",6
"7322","Molting Harpy","normal",1,2,1,1999,"['B']","Flying
At the beginning of your upkeep, sacrifice Molting Harpy unless you pay {2}.",83
